idx,name,caption,method,crop_w,crop_h,box_px,feed,parsed,iou,gate,sr_ms,vlm_ms,raw
217,0000271_03001_d_0000387,The blue cars park along the sides of the street.,native,400,400,40.8,1024,1,0.8333,1,0.0,318.2,45 43 55 54
217,0000271_03001_d_0000387,The blue cars park along the sides of the street.,bicubic,400,400,40.8,1024,1,0.8333,1,0.0,649.7,45 44 54 54
217,0000271_03001_d_0000387,The blue cars park along the sides of the street.,lanczos,400,400,40.8,1024,1,0.8333,1,0.0,627.3,45 44 54 54
217,0000271_03001_d_0000387,The blue cars park along the sides of the street.,swin2sr,400,400,40.8,1024,1,0.8333,1,1331.8,634.3,45 44 54 54
218,0000301_00001_d_0000156,The black cars navigate the intersection.,native,400,400,122.4,1024,1,0.8,1,0.0,308.9,35 43 65 60
218,0000301_00001_d_0000156,The black cars navigate the intersection.,bicubic,400,400,122.4,1024,1,1.0,1,0.0,632.8,35 42 66 59
218,0000301_00001_d_0000156,The black cars navigate the intersection.,lanczos,400,400,122.4,1024,1,1.0,1,0.0,625.4,35 42 66 59
218,0000301_00001_d_0000156,The black cars navigate the intersection.,swin2sr,400,400,122.4,1024,1,1.0,1,1327.7,640.0,34 42 66 59
219,0000289_03001_d_0000826,The black cars are parked along the sides of the road.,native,400,400,99.5,1024,1,0.8571,1,0.0,324.9,36 76 60 100
219,0000289_03001_d_0000826,The black cars are parked along the sides of the road.,bicubic,400,400,99.5,1024,1,0.8571,1,0.0,654.1,35 76 60 100
219,0000289_03001_d_0000826,The black cars are parked along the sides of the road.,lanczos,400,400,99.5,1024,1,0.8571,1,0.0,649.2,35 76 60 100
219,0000289_03001_d_0000826,The black cars are parked along the sides of the road.,swin2sr,400,400,99.5,1024,1,0.8571,1,1373.4,659.1,35 75 60 100
220,0000280_02001_d_0000622,The red cars park along the left side of the road.,native,400,400,122.4,1024,1,1.0,1,0.0,339.6,33 83 63 100
220,0000280_02001_d_0000622,The red cars park along the left side of the road.,bicubic,400,400,122.4,1024,1,1.0,1,0.0,686.2,33 83 64 100
220,0000280_02001_d_0000622,The red cars park along the left side of the road.,lanczos,400,400,122.4,1024,1,1.0,1,0.0,681.0,33 83 64 100
220,0000280_02001_d_0000622,The red cars park along the left side of the road.,swin2sr,400,400,122.4,1024,1,0.9,1,1353.5,676.8,32 82 64 100
221,0000359_01961_d_0000707,The black car parked on the right side of the road.,native,400,400,122.4,1024,1,0.0,0,0.0,331.1,82 56 100 72
221,0000359_01961_d_0000707,The black car parked on the right side of the road.,bicubic,400,400,122.4,1024,1,0.0,0,0.0,671.4,83 52 100 70
221,0000359_01961_d_0000707,The black car parked on the right side of the road.,lanczos,400,400,122.4,1024,1,0.0,0,0.0,675.2,83 52 100 70
221,0000359_01961_d_0000707,The black car parked on the right side of the road.,swin2sr,400,400,122.4,1024,1,0.0,0,1405.0,636.3,8 14 28 32
222,0000242_06010_d_0000017,The blue car near the middle left side.,native,400,400,16.2,1024,1,0.5,1,0.0,309.7,48 49 52 53
222,0000242_06010_d_0000017,The blue car near the middle left side.,bicubic,400,400,16.2,1024,1,0.2857,1,0.0,635.6,47 49 52 53
222,0000242_06010_d_0000017,The blue car near the middle left side.,lanczos,400,400,16.2,1024,1,0.2857,1,0.0,658.7,47 49 52 53
222,0000242_06010_d_0000017,The blue car near the middle left side.,swin2sr,400,400,16.2,1024,1,0.5,1,1411.3,668.5,47 48 52 52
223,0000271_05001_d_0000397,The black car is in the middle of the street.,native,400,400,53.6,1024,1,1.0,1,0.0,304.2,45 44 56 57
223,0000271_05001_d_0000397,The black car is in the middle of the street.,bicubic,400,400,53.6,1024,1,1.0,1,0.0,628.7,44 44 56 57
223,0000271_05001_d_0000397,The black car is in the middle of the street.,lanczos,400,400,53.6,1024,1,1.0,1,0.0,631.7,44 44 56 57
223,0000271_05001_d_0000397,The black car is in the middle of the street.,swin2sr,400,400,53.6,1024,1,1.0,1,1330.9,624.7,44 43 56 57
224,0000116_00819_d_0000084,The black cars are scattered along the street.,native,400,400,32.4,1024,1,0.8571,1,0.0,307.2,47 46 54 55
224,0000116_00819_d_0000084,The black cars are scattered along the street.,bicubic,400,400,32.4,1024,1,0.75,1,0.0,631.7,47 46 55 54
224,0000116_00819_d_0000084,The black cars are scattered along the street.,lanczos,400,400,32.4,1024,1,0.6429,1,0.0,632.7,47 46 55 55
224,0000116_00819_d_0000084,The black cars are scattered along the street.,swin2sr,400,400,32.4,1024,1,0.75,1,1325.7,626.9,47 46 55 54
225,0000360_02941_d_0000728,The white cars are parked along the sides of the road.,native,400,400,108.8,1024,1,0.7778,1,0.0,300.3,38 44 62 59
225,0000360_02941_d_0000728,The white cars are parked along the sides of the road.,bicubic,400,400,108.8,1024,1,0.5797,1,0.0,622.3,38 43 53 59
225,0000360_02941_d_0000728,The white cars are parked along the sides of the road.,lanczos,400,400,108.8,1024,1,0.5797,1,0.0,622.3,38 43 53 59
225,0000360_02941_d_0000728,The white cars are parked along the sides of the road.,swin2sr,400,400,108.8,1024,1,1.0,1,1321.0,614.9,38 43 62 58
226,0000327_04001_d_0000731,The green cars park on the left side of the road.,native,400,400,54.4,1024,1,0.0,0,0.0,300.1,31 41 39 46
226,0000327_04001_d_0000731,The green cars park on the left side of the road.,bicubic,400,400,54.4,1024,1,0.5,1,0.0,639.4,45 48 52 53
226,0000327_04001_d_0000731,The green cars park on the left side of the road.,lanczos,400,400,54.4,1024,1,0.5,1,0.0,642.9,45 48 52 53
226,0000327_04001_d_0000731,The green cars park on the left side of the road.,swin2sr,400,400,54.4,1024,1,0.5,1,1307.2,625.4,45 48 53 52
227,0000153_01201_d_0000001,The red vehicles on the road.,native,400,400,21.6,1024,1,1.0,1,0.0,301.0,49 48 52 53
227,0000153_01201_d_0000001,The red vehicles on the road.,bicubic,400,400,21.6,1024,1,1.0,1,0.0,623.9,48 47 52 53
227,0000153_01201_d_0000001,The red vehicles on the road.,lanczos,400,400,21.6,1024,1,1.0,1,0.0,623.9,48 48 52 53
227,0000153_01201_d_0000001,The red vehicles on the road.,swin2sr,400,400,21.6,1024,1,0.75,1,1305.1,625.9,48 47 52 52
228,0000271_06201_d_0000403,The red cars park on the right side of the street.,native,400,400,40.8,1024,1,0.7143,1,0.0,301.1,46 44 55 56
228,0000271_06201_d_0000403,The red cars park on the right side of the street.,bicubic,400,400,40.8,1024,1,0.8333,1,0.0,624.6,46 46 55 56
228,0000271_06201_d_0000403,The red cars park on the right side of the street.,lanczos,400,400,40.8,1024,1,0.8333,1,0.0,628.7,46 45 55 56
228,0000271_06201_d_0000403,The red cars park on the right side of the street.,swin2sr,400,400,40.8,1024,1,1.0,1,1318.4,613.8,46 46 55 55
229,0000001_05249_d_0000009,The yellow cars park in the lot.,native,400,400,38.4,1024,1,1.0,1,0.0,297.5,46 33 54 41
229,0000001_05249_d_0000009,The yellow cars park in the lot.,bicubic,400,400,38.4,1024,1,0.75,1,0.0,624.9,45 33 55 42
229,0000001_05249_d_0000009,The yellow cars park in the lot.,lanczos,400,400,38.4,1024,1,0.75,1,0.0,623.4,45 33 55 42
229,0000001_05249_d_0000009,The yellow cars park in the lot.,swin2sr,400,400,38.4,1024,1,0.75,1,1314.9,632.3,45 33 55 42
230,0000316_01201_d_0000525,The yellow car near the bottom left.,native,400,400,95.2,1024,1,0.8571,1,0.0,277.1,0 49 24 61
230,0000316_01201_d_0000525,The yellow car near the bottom left.,bicubic,400,400,95.2,1024,1,0.8333,1,0.0,600.4,0 50 24 60
230,0000316_01201_d_0000525,The yellow car near the bottom left.,lanczos,400,400,95.2,1024,1,1.0,1,0.0,602.0,0 49 24 60
230,0000316_01201_d_0000525,The yellow car near the bottom left.,swin2sr,400,400,95.2,1024,1,1.0,1,1322.2,598.0,0 49 24 60
231,0000026_04500_d_0000033,The white vans on the road adjacent to the buildings.,native,400,400,95.2,1024,1,0.6383,1,0.0,305.1,40 45 64 56
231,0000026_04500_d_0000033,The white vans on the road adjacent to the buildings.,bicubic,400,400,95.2,1024,1,0.4861,1,0.0,626.0,39 40 64 56
231,0000026_04500_d_0000033,The white vans on the road adjacent to the buildings.,lanczos,400,400,95.2,1024,1,0.4861,1,0.0,624.5,39 40 64 56
231,0000026_04500_d_0000033,The white vans on the road adjacent to the buildings.,swin2sr,400,400,95.2,1024,1,0.7292,1,1300.6,625.9,39 45 64 56
232,0000289_06601_d_0000844,The red cars park along the sides of the street.,native,400,400,61.2,1024,1,0.8889,1,0.0,301.3,44 42 56 60
232,0000289_06601_d_0000844,The red cars park along the sides of the street.,bicubic,400,400,61.2,1024,1,0.8889,1,0.0,624.0,44 42 57 59
232,0000289_06601_d_0000844,The red cars park along the sides of the street.,lanczos,400,400,61.2,1024,1,0.8889,1,0.0,624.1,44 42 57 59
232,0000289_06601_d_0000844,The red cars park along the sides of the street.,swin2sr,400,400,61.2,1024,1,0.8889,1,1302.2,628.3,44 42 57 59
233,0000360_04705_d_0000737,The white car parks on the left side of the image.,native,400,400,114.8,1024,1,0.8,1,0.0,260.8,0 3 23 27
233,0000360_04705_d_0000737,The white car parks on the left side of the image.,bicubic,400,400,114.8,1024,1,1.0,1,0.0,579.7,0 0 24 28
233,0000360_04705_d_0000737,The white car parks on the left side of the image.,lanczos,400,400,114.8,1024,1,0.9333,1,0.0,577.9,0 0 24 27
233,0000360_04705_d_0000737,The white car parks on the left side of the image.,swin2sr,400,400,114.8,1024,1,0.9333,1,1310.9,571.4,0 0 24 27
234,0000289_01201_d_0000817,The white vans park on the right side of the street.,native,400,400,38.2,1024,1,0.0,0,0.0,302.4,40 21 49 32
234,0000289_01201_d_0000817,The white vans park on the right side of the street.,bicubic,400,400,38.2,1024,1,0.0,0,0.0,621.1,15 12 25 29
234,0000289_01201_d_0000817,The white vans park on the right side of the street.,lanczos,400,400,38.2,1024,1,0.0,0,0.0,623.7,15 12 25 29
234,0000289_01201_d_0000817,The white vans park on the right side of the street.,swin2sr,400,400,38.2,1024,1,0.0,0,1290.1,630.4,60 10 66 19
235,0000291_03801_d_0000887,The red tricycles park near the intersection.,native,400,400,40.8,1024,1,0.6316,1,0.0,308.9,43 39 55 46
235,0000291_03801_d_0000887,The red tricycles park near the intersection.,bicubic,400,400,40.8,1024,1,0.4706,1,0.0,623.0,44 38 53 48
235,0000291_03801_d_0000887,The red tricycles park near the intersection.,lanczos,400,400,40.8,1024,1,0.4706,1,0.0,623.1,44 38 53 47
235,0000291_03801_d_0000887,The red tricycles park near the intersection.,swin2sr,400,400,40.8,1024,1,0.0,0,1303.3,628.5,30 55 44 65
236,0000276_05801_d_0000536,The white car is on the right side of the highway.,native,400,400,27.2,1024,1,1.0,1,0.0,304.6,47 37 53 42
236,0000276_05801_d_0000536,The white car is on the right side of the highway.,bicubic,400,400,27.2,1024,1,1.0,1,0.0,624.1,47 37 53 42
236,0000276_05801_d_0000536,The white car is on the right side of the highway.,lanczos,400,400,27.2,1024,1,1.0,1,0.0,626.1,47 37 53 42
236,0000276_05801_d_0000536,The white car is on the right side of the highway.,swin2sr,400,400,27.2,1024,1,0.6667,1,1320.5,618.9,47 37 53 41
237,0000153_01601_d_0000001,The pink bus travels down the center lane.,native,400,400,129.6,1024,1,0.9583,1,0.0,301.4,42 56 59 87
237,0000153_01601_d_0000001,The pink bus travels down the center lane.,bicubic,400,400,129.6,1024,1,0.9583,1,0.0,622.8,41 56 59 87
237,0000153_01601_d_0000001,The pink bus travels down the center lane.,lanczos,400,400,129.6,1024,1,0.9583,1,0.0,624.1,41 56 59 87
237,0000153_01601_d_0000001,The pink bus travels down the center lane.,swin2sr,400,400,129.6,1024,1,0.9583,1,1296.6,641.7,41 56 59 87
238,0000026_02000_d_0000028,The silver car parks in the middle of the parking lot.,native,400,400,190.4,1024,1,0.8571,1,0.0,313.0,26 37 74 63
238,0000026_02000_d_0000028,The silver car parks in the middle of the parking lot.,bicubic,400,400,190.4,1024,1,0.9231,1,0.0,639.4,26 38 74 63
238,0000026_02000_d_0000028,The silver car parks in the middle of the parking lot.,lanczos,400,400,190.4,1024,1,0.9231,1,0.0,630.0,26 38 74 63
238,0000026_02000_d_0000028,The silver car parks in the middle of the parking lot.,swin2sr,400,400,190.4,1024,1,1.0,1,1340.4,645.6,26 38 74 62
239,0000154_00001_d_0000001,The black cars on the left side of the road.,native,400,400,86.4,1024,1,0.0,0,0.0,306.5,17 36 31 45
239,0000154_00001_d_0000001,The black cars on the left side of the road.,bicubic,400,400,86.4,1024,1,0.0,0,0.0,633.8,17 36 30 45
239,0000154_00001_d_0000001,The black cars on the left side of the road.,lanczos,400,400,86.4,1024,1,0.0,0,0.0,626.3,17 36 30 45
239,0000154_00001_d_0000001,The black cars on the left side of the road.,swin2sr,400,400,86.4,1024,1,0.0,0,1306.3,640.9,17 36 30 45
240,0000345_07057_d_0000345,The white pedestrians crossing the street.,native,400,400,53.6,1024,1,0.0,0,0.0,302.2,16 22 20 28
240,0000345_07057_d_0000345,The white pedestrians crossing the street.,bicubic,400,400,53.6,1024,1,1.0,1,0.0,628.0,48 43 53 56
240,0000345_07057_d_0000345,The white pedestrians crossing the street.,lanczos,400,400,53.6,1024,1,1.0,1,0.0,627.6,48 43 53 56
240,0000345_07057_d_0000345,The white pedestrians crossing the street.,swin2sr,400,400,53.6,1024,1,0.0,0,1352.5,628.3,15 21 20 28
241,0000271_04401_d_0000394,The blue vehicles on the right side of the street.,native,400,400,163.2,1024,1,0.9,1,0.0,308.1,56 41 98 58
241,0000271_04401_d_0000394,The blue vehicles on the right side of the street.,bicubic,400,400,163.2,1024,1,1.0,1,0.0,636.9,57 41 98 59
241,0000271_04401_d_0000394,The blue vehicles on the right side of the street.,lanczos,400,400,163.2,1024,1,1.0,1,0.0,627.1,57 41 98 59
241,0000271_04401_d_0000394,The blue vehicles on the right side of the street.,swin2sr,400,400,163.2,1024,1,1.0,1,1308.8,630.8,57 41 97 59
242,0000103_02544_d_0000029,The red pedestrian is walking across the courtyard.,native,400,400,252.5,1024,1,1.0,1,0.0,303.1,38 24 62 86
242,0000103_02544_d_0000029,The red pedestrian is walking across the courtyard.,bicubic,400,400,252.5,1024,1,1.0,1,0.0,641.0,38 24 62 86
242,0000103_02544_d_0000029,The red pedestrian is walking across the courtyard.,lanczos,400,400,252.5,1024,1,1.0,1,0.0,643.0,38 24 62 86
242,0000103_02544_d_0000029,The red pedestrian is walking across the courtyard.,swin2sr,400,400,252.5,1024,1,0.9697,1,1342.5,629.6,38 23 62 85
243,0000276_05601_d_0000535,The black trucks are on the right side of the highway.,native,400,400,30.6,1024,1,0.0,0,0.0,264.1,0 32 6 36
243,0000276_05601_d_0000535,The black trucks are on the right side of the highway.,bicubic,400,400,30.6,1024,1,0.8,1,0.0,635.8,48 20 54 28
243,0000276_05601_d_0000535,The black trucks are on the right side of the highway.,lanczos,400,400,30.6,1024,1,0.3333,1,0.0,631.2,39 21 54 28
243,0000276_05601_d_0000535,The black trucks are on the right side of the highway.,swin2sr,400,400,30.6,1024,1,1.0,1,1334.2,647.8,48 20 55 26
244,0000287_00601_d_0000762,The white cars drive down the road.,native,400,400,22.9,1024,1,0.0,0,0.0,298.4,45 48 52 56
244,0000287_00601_d_0000762,The white cars drive down the road.,bicubic,400,400,22.9,1024,1,0.0,0,0.0,638.6,45 47 52 56
244,0000287_00601_d_0000762,The white cars drive down the road.,lanczos,400,400,22.9,1024,1,0.0,0,0.0,637.3,45 47 52 56
244,0000287_00601_d_0000762,The white cars drive down the road.,swin2sr,400,400,22.9,1024,1,0.0,0,1338.4,650.4,45 47 52 56
245,0000244_04000_d_0000009,The yellow motorbikes near the sidewalk vendors.,native,400,400,27.0,1024,1,0.8,1,0.0,306.0,48 48 52 54
245,0000244_04000_d_0000009,The yellow motorbikes near the sidewalk vendors.,bicubic,400,400,27.0,1024,1,1.0,1,0.0,635.2,48 47 52 53
245,0000244_04000_d_0000009,The yellow motorbikes near the sidewalk vendors.,lanczos,400,400,27.0,1024,1,1.0,1,0.0,649.4,48 47 52 53
245,0000244_04000_d_0000009,The yellow motorbikes near the sidewalk vendors.,swin2sr,400,400,27.0,1024,1,1.0,1,1338.6,639.6,48 47 52 53
246,0000330_00001_d_0000800,The yellow cars are parked on the right side of the road.,native,400,400,91.8,1024,1,0.7333,1,0.0,302.6,44 71 59 92
246,0000330_00001_d_0000800,The yellow cars are parked on the right side of the road.,bicubic,400,400,91.8,1024,1,1.0,1,0.0,632.0,40 70 59 92
246,0000330_00001_d_0000800,The yellow cars are parked on the right side of the road.,lanczos,400,400,91.8,1024,1,1.0,1,0.0,665.6,40 70 59 92
246,0000330_00001_d_0000800,The yellow cars are parked on the right side of the road.,swin2sr,400,400,91.8,1024,1,1.0,1,1461.2,653.9,41 70 59 92
247,0000276_02001_d_0000517,The red truck is near the top.,native,400,400,22.9,1024,1,0.0,0,0.0,305.3,53 30 54 32
247,0000276_02001_d_0000517,The red truck is near the top.,bicubic,400,400,22.9,1024,1,0.0,0,0.0,664.0,52 30 54 33
247,0000276_02001_d_0000517,The red truck is near the top.,lanczos,400,400,22.9,1024,1,0.0,0,0.0,676.9,52 30 53 33
247,0000276_02001_d_0000517,The red truck is near the top.,swin2sr,400,400,22.9,1024,1,0.0,0,1449.0,693.4,52 30 54 33
248,0000289_03601_d_0000829,The white cars parked along the street.,native,400,400,145.3,1024,1,0.95,1,0.0,331.5,40 53 61 90
248,0000289_03601_d_0000829,The white cars parked along the street.,bicubic,400,400,145.3,1024,1,0.95,1,0.0,696.0,41 53 61 90
248,0000289_03601_d_0000829,The white cars parked along the street.,lanczos,400,400,145.3,1024,1,0.95,1,0.0,671.6,41 53 60 90
248,0000289_03601_d_0000829,The white cars parked along the street.,swin2sr,400,400,145.3,1024,1,0.95,1,1461.3,684.3,40 53 61 90
249,0000253_00001_d_0000001,The red cars park on the right side of the main road.,native,400,400,21.6,1024,1,0.0,0,0.0,329.8,17 27 20 34
249,0000253_00001_d_0000001,The red cars park on the right side of the main road.,bicubic,400,400,21.6,1024,1,0.8,1,0.0,686.9,48 84 51 91
249,0000253_00001_d_0000001,The red cars park on the right side of the main road.,lanczos,400,400,21.6,1024,1,0.8,1,0.0,685.8,48 84 51 91
249,0000253_00001_d_0000001,The red cars park on the right side of the main road.,swin2sr,400,400,21.6,1024,1,0.8,1,1375.4,650.3,48 84 51 91
250,0000271_02401_d_0000385,The red cars park near the road.,native,400,400,95.2,1024,1,0.875,1,0.0,322.3,39 43 62 56
250,0000271_02401_d_0000385,The red cars park near the road.,bicubic,400,400,95.2,1024,1,0.875,1,0.0,641.7,38 43 62 56
250,0000271_02401_d_0000385,The red cars park near the road.,lanczos,400,400,95.2,1024,1,0.875,1,0.0,633.8,38 43 62 56
250,0000271_02401_d_0000385,The red cars park near the road.,swin2sr,400,400,95.2,1024,1,0.875,1,1360.1,675.2,38 43 62 56
251,0000194_00200_d_0000120,The red bus is visible in the middle of the intersection.,native,400,400,32.4,1024,1,0.7143,1,0.0,327.0,47 26 52 34
251,0000194_00200_d_0000120,The red bus is visible in the middle of the intersection.,bicubic,400,400,32.4,1024,1,1.0,1,0.0,675.8,47 27 52 35
251,0000194_00200_d_0000120,The red bus is visible in the middle of the intersection.,lanczos,400,400,32.4,1024,1,1.0,1,0.0,657.8,47 27 52 35
251,0000194_00200_d_0000120,The red bus is visible in the middle of the intersection.,swin2sr,400,400,32.4,1024,1,1.0,1,1356.1,682.6,47 27 52 35
252,0000242_00500_d_0000002,The white vehicles park on both sides of the street.,native,400,400,32.4,1024,1,0.8333,1,0.0,308.9,47 46 54 53
252,0000242_00500_d_0000002,The white vehicles park on both sides of the street.,bicubic,400,400,32.4,1024,1,0.0,0,0.0,634.8,10 58 26 69
252,0000242_00500_d_0000002,The white vehicles park on both sides of the street.,lanczos,400,400,32.4,1024,1,0.0,0,0.0,638.7,10 58 26 69
252,0000242_00500_d_0000002,The white vehicles park on both sides of the street.,swin2sr,400,400,32.4,1024,1,0.0,0,1376.9,650.7,11 58 26 69
253,0000287_01201_d_0000765,The white vans are located near the center of the image.,native,400,400,130.0,1024,1,1.0,1,0.0,310.4,40 35 58 68
253,0000287_01201_d_0000765,The white vans are located near the center of the image.,bicubic,400,400,130.0,1024,1,1.0,1,0.0,645.5,40 35 58 67
253,0000287_01201_d_0000765,The white vans are located near the center of the image.,lanczos,400,400,130.0,1024,1,1.0,1,0.0,627.0,40 35 58 67
253,0000287_01201_d_0000765,The white vans are located near the center of the image.,swin2sr,400,400,130.0,1024,1,1.0,1,1403.7,646.9,40 35 58 67
254,0000364_01177_d_0000799,The yellow pedestrians walking along the market.,native,400,400,32.4,1024,1,0.0,0,0.0,313.3,63 74 68 86
254,0000364_01177_d_0000799,The yellow pedestrians walking along the market.,bicubic,400,400,32.4,1024,1,0.0,0,0.0,652.3,64 73 68 84
254,0000364_01177_d_0000799,The yellow pedestrians walking along the market.,lanczos,400,400,32.4,1024,1,0.0,0,0.0,639.2,64 73 68 84
254,0000364_01177_d_0000799,The yellow pedestrians walking along the market.,swin2sr,400,400,32.4,1024,1,0.8571,1,1333.0,661.9,18 76 21 85
255,0000244_04400_d_0000010,The red tricycles are parked near the shops.,native,400,400,38.4,1024,1,0.75,1,0.0,332.0,47 47 54 53
255,0000244_04400_d_0000010,The red tricycles are parked near the shops.,bicubic,400,400,38.4,1024,1,0.75,1,0.0,709.6,46 47 53 52
255,0000244_04400_d_0000010,The red tricycles are parked near the shops.,lanczos,400,400,38.4,1024,1,0.75,1,0.0,712.2,46 47 53 52
255,0000244_04400_d_0000010,The red tricycles are parked near the shops.,swin2sr,400,400,38.4,1024,1,0.0,0,1430.2,700.6,40 41 44 44
256,0000023_00868_d_0000010,The bicycles on the path.,native,400,400,86.4,1024,1,0.8333,1,0.0,323.3,40 54 59 74
256,0000023_00868_d_0000010,The bicycles on the path.,bicubic,400,400,86.4,1024,1,0.9412,1,0.0,668.5,40 52 60 75
256,0000023_00868_d_0000010,The bicycles on the path.,lanczos,400,400,86.4,1024,1,1.0,1,0.0,707.2,40 53 60 75
256,0000023_00868_d_0000010,The bicycles on the path.,swin2sr,400,400,86.4,1024,1,0.9412,1,1401.1,637.1,40 52 60 74
257,0000356_02157_d_0000640,The blue cars near the sidewalks.,native,400,400,40.8,1024,1,1.0,1,0.0,309.2,23 45 34 54
257,0000356_02157_d_0000640,The blue cars near the sidewalks.,bicubic,400,400,40.8,1024,1,0.8333,1,0.0,655.6,23 44 35 54
257,0000356_02157_d_0000640,The blue cars near the sidewalks.,lanczos,400,400,40.8,1024,1,0.8333,1,0.0,655.5,23 44 35 54
257,0000356_02157_d_0000640,The blue cars near the sidewalks.,swin2sr,400,400,40.8,1024,1,0.625,1,1455.9,621.9,22 44 35 54
258,0000154_00801_d_0000001,The black vehicles move along the left side of the road.,native,400,400,48.6,1024,1,1.0,1,0.0,303.8,43 55 56 68
258,0000154_00801_d_0000001,The black vehicles move along the left side of the road.,bicubic,400,400,48.6,1024,1,1.0,1,0.0,631.5,43 56 56 68
258,0000154_00801_d_0000001,The black vehicles move along the left side of the road.,lanczos,400,400,48.6,1024,1,1.0,1,0.0,665.8,43 55 56 68
258,0000154_00801_d_0000001,The black vehicles move along the left side of the road.,swin2sr,400,400,48.6,1024,1,1.0,1,1370.2,637.6,43 55 56 68
259,0000280_02401_d_0000624,The silver cars drive up the center lanes.,native,400,400,45.9,1024,1,0.8571,1,0.0,304.6,44 43 55 56
259,0000280_02401_d_0000624,The silver cars drive up the center lanes.,bicubic,400,400,45.9,1024,1,0.8571,1,0.0,631.3,44 43 56 56
259,0000280_02401_d_0000624,The silver cars drive up the center lanes.,lanczos,400,400,45.9,1024,1,0.8571,1,0.0,634.5,44 43 56 56
259,0000280_02401_d_0000624,The silver cars drive up the center lanes.,swin2sr,400,400,45.9,1024,1,0.8571,1,1326.1,617.1,44 43 56 56
260,0000283_00401_d_0000676,The red car on the right side of the image.,native,400,400,205.2,1024,1,1.0,1,0.0,324.2,66 24 100 75
260,0000283_00401_d_0000676,The red car on the right side of the image.,bicubic,400,400,205.2,1024,1,1.0,1,0.0,647.3,65 24 100 76
260,0000283_00401_d_0000676,The red car on the right side of the image.,lanczos,400,400,205.2,1024,1,1.0,1,0.0,647.0,65 24 100 76
260,0000283_00401_d_0000676,The red car on the right side of the image.,swin2sr,400,400,205.2,1024,1,1.0,1,1320.7,643.3,65 24 100 76
261,0000291_01001_d_0000873,The green bus is prominently located at the center of the intersection.,native,400,400,176.8,1024,1,0.8899,1,0.0,305.2,28 28 74 73
261,0000291_01001_d_0000873,The green bus is prominently located at the center of the intersection.,bicubic,400,400,176.8,1024,1,0.8899,1,0.0,617.9,28 28 74 73
261,0000291_01001_d_0000873,The green bus is prominently located at the center of the intersection.,lanczos,400,400,176.8,1024,1,0.9583,1,0.0,621.1,28 28 73 73
261,0000291_01001_d_0000873,The green bus is prominently located at the center of the intersection.,swin2sr,400,400,176.8,1024,1,0.9583,1,1322.0,620.9,28 28 73 73
262,0000244_05900_d_0000013,The white cars travel on the left side of the road.,native,400,400,21.6,1024,1,0.0,0,0.0,302.9,0 95 10 100
262,0000244_05900_d_0000013,The white cars travel on the left side of the road.,bicubic,400,400,21.6,1024,1,1.0,1,0.0,632.5,47 85 52 91
262,0000244_05900_d_0000013,The white cars travel on the left side of the road.,lanczos,400,400,21.6,1024,1,1.0,1,0.0,633.7,48 85 52 91
262,0000244_05900_d_0000013,The white cars travel on the left side of the road.,swin2sr,400,400,21.6,1024,1,0.5,1,1297.7,632.6,47 85 51 91
263,0000193_02029_d_0000114,The red car is near the center of the image.,native,400,400,28.8,1024,1,1.0,1,0.0,302.3,47 47 53 53
263,0000193_02029_d_0000114,The red car is near the center of the image.,bicubic,400,400,28.8,1024,1,1.0,1,0.0,626.7,46 47 53 53
263,0000193_02029_d_0000114,The red car is near the center of the image.,lanczos,400,400,28.8,1024,1,1.0,1,0.0,632.0,46 47 53 53
263,0000193_02029_d_0000114,The red car is near the center of the image.,swin2sr,400,400,28.8,1024,1,0.8333,1,1300.5,634.8,46 46 53 53
264,0000249_01514_d_0000005,The red vans in the image.,native,400,400,38.4,1024,1,0.8,1,0.0,307.6,45 32 55 38
264,0000249_01514_d_0000005,The red vans in the image.,bicubic,400,400,38.4,1024,1,0.8,1,0.0,632.0,46 32 56 39
264,0000249_01514_d_0000005,The red vans in the image.,lanczos,400,400,38.4,1024,1,0.8,1,0.0,629.4,45 32 56 39
264,0000249_01514_d_0000005,The red vans in the image.,swin2sr,400,400,38.4,1024,1,0.8,1,1321.7,636.7,45 32 56 39
265,0000021_00500_d_0000002,The yellow bicycle rests on the grass beside the path.,native,400,400,76.8,1024,1,0.875,1,0.0,311.3,42 56 60 72
265,0000021_00500_d_0000002,The yellow bicycle rests on the grass beside the path.,bicubic,400,400,76.8,1024,1,1.0,1,0.0,629.7,41 56 60 72
265,0000021_00500_d_0000002,The yellow bicycle rests on the grass beside the path.,lanczos,400,400,76.8,1024,1,1.0,1,0.0,637.9,41 56 60 72
265,0000021_00500_d_0000002,The yellow bicycle rests on the grass beside the path.,swin2sr,400,400,76.8,1024,1,1.0,1,1320.6,628.5,40 55 60 72
266,0000291_03801_d_0000887,The white pedestrians gather on the sidewalks.,native,400,400,45.9,1024,1,0.0,0,0.0,300.1,20 52 26 65
266,0000291_03801_d_0000887,The white pedestrians gather on the sidewalks.,bicubic,400,400,45.9,1024,1,0.0,0,0.0,633.5,33 44 38 56
266,0000291_03801_d_0000887,The white pedestrians gather on the sidewalks.,lanczos,400,400,45.9,1024,1,0.0,0,0.0,635.4,33 44 38 56
266,0000291_03801_d_0000887,The white pedestrians gather on the sidewalks.,swin2sr,400,400,45.9,1024,1,0.0,0,1320.8,623.5,33 44 37 56
